Country Name,Country Code,Series Name,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Cyprus,CYP,ControlCorruption,0.332707405,0.421445221,0.369423598,0.349943221,0.598950326,0.607749343,0.746647298,0.78945446,0.971173227,1.070675373,1.238527775,1.243302345,0.859248042,0.969285846,0.9054178,1.193127513,1.073370457,1.085562587,0.899039984,0.873254597,1.192308187,1.126284242,..,1.081236482
Cyprus,CYP,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,GDP,3.43207E+11,3.01831E+11,2.90973E+11,2.5111E+11,2.56794E+11,2.51992E+11,2.21564E+11,1.98161E+11,1.89108E+11,2.10911E+11,2.13024E+11,2.10363E+11,2.31429E+11,2.11169E+11,2.06972E+11,2.36506E+11,1.90041E+11,1.56236E+11,1.37264E+11,1.20148E+11,1.00436E+11,82607869610,68135304464,62175642238
Czechia,CZE,FDI,3.464845707,3.029375173,4.430295246,3.391140662,4.187057376,3.303539983,5.07066241,5.475664214,0.898913492,3.835101534,3.453867264,4.484243808,1.809941553,4.815029855,2.547019253,3.727340175,7.269840533,4.564883006,10.00272913,5.346298314,2.012502749,10.28547168,8.278685008,8.020953141
Czechia,CZE,GDPgr,-0.05526182,2.847170658,4.029018321,-5.304879555,3.565776581,2.830305883,5.1735653,2.580870139,4.958758489,2.245212199,-0.041812416,-0.770668191,1.772380853,2.714665099,-4.798324167,2.612268072,5.488825952,6.623172992,6.375028861,4.736339697,3.300836833,1.513459491,2.917219529,4.01066962
Czechia,CZE,Oilrents,..,..,0.009656964,0.005072079,0.008322047,0.012558405,0.008816223,0.006924913,0.010291481,0.025268189,0.027497008,0.030535276,0.030616847,0.021771995,0.024405519,0.042970422,0.036747355,0.043607563,0.050808845,0.038329847,0.035170936,0.03046194,0.024458129,0.035074255
Czechia,CZE,Taxrevenue,..,12.64198839,12.9358385,14.07311681,14.5245717,14.65729131,14.80677862,14.77064978,14.68562902,14.32344196,14.98638406,14.82192296,14.40314698,13.51508771,13.60054036,13.69102756,14.62269251,14.22476356,14.47194809,15.36370664,14.93425978,14.49221399,14.67065961,14.39409093
Czechia,CZE,ControlCorruption,0.767809868,0.663074553,0.615270674,0.555441022,0.533485949,0.509728491,0.568141341,0.555945516,0.467913359,0.429756612,0.299111813,0.310179651,0.383604437,0.384590119,0.380892634,0.343739986,0.321369082,0.350346774,0.48022601,0.38449049,0.489982098,0.358057916,..,0.146037668
Czechia,CZE,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,GDP,4.07092E+11,4.01946E+11,4.08378E+11,3.55631E+11,3.45401E+11,3.55293E+11,3.31611E+11,3.12182E+11,3.01759E+11,3.52833E+11,3.44631E+11,3.26793E+11,3.44316E+11,3.22346E+11,3.22619E+11,3.54979E+11,3.20213E+11,2.83386E+11,2.6515E+11,2.51986E+11,2.18421E+11,1.78788E+11,1.64882E+11,1.64044E+11
Denmark,DNK,FDI,1.124285847,7.667933511,4.162143452,0.363874539,-1.100670983,2.466700576,1.087804903,2.499831698,0.610750678,1.864155678,0.197410829,-5.00312032,3.937926374,-3.567941353,1.171427918,0.617279544,3.687996023,0.841695783,4.84519219,-3.493908413,0.542449724,2.478185329,5.632165821,21.95346251
Denmark,DNK,GDPgr,2.495184345,1.540173074,7.382066334,-1.780106018,1.711400939,1.86000749,3.056477239,3.073045492,2.104414564,1.277999832,1.392673432,-0.005432302,1.310803761,1.582897031,-4.974479057,-0.41717844,0.987173816,3.816487699,2.35960883,2.776351807,0.441091007,0.456530019,0.950032246,3.724008995
Denmark,DNK,Oilrents,..,..,0.270290117,0.137036781,0.372447675,0.459098842,0.367052364,0.261758496,0.389980667,0.834668694,0.967648067,1.260887333,1.368394413,0.983292206,0.91483247,1.703550509,1.375155711,1.541700109,1.575483122,1.157490236,0.933077005,0.977649522,0.952850407,1.366954816
Denmark,DNK,Taxrevenue,31.40416907,30.66927192,35.00401229,34.47093025,34.97739054,32.38392367,33.27970952,33.49032674,34.15604274,36.58507238,33.79614269,33.51467416,32.8089691,32.76371433,32.97678129,33.42277906,35.14183977,31.89289097,32.98969075,31.23567868,30.27389183,30.19371284,30.19267544,31.50094176
Denmark,DNK,ControlCorruption,2.376053095,2.402638197,2.333371401,2.236486197,2.12164855,2.156995773,2.190749168,2.203002691,2.185854197,2.25215745,2.399377823,2.382462263,2.392884016,2.352359056,2.435494423,2.376408815,2.434834003,2.459118366,2.278205633,2.406824589,2.358764887,2.310651064,..,2.321177483
Denmark,DNK,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,GDP,3917150481,3562814909,3392796953,3144136197,3088851450,2913464658,2762581334,2604955229,2424391785,2220637966,2044440443,1353632942,1239144502,1128611700,1049110685,999105339.3,847918929.1,768873684,708633194.7,666072101.8,622044665.5,591122039.6,572417440.8,551230861.9
Djibouti,DJI,FDI,3.497681584,5.24930013,4.914827888,5.032543157,5.665504416,5.83497725,5.970135971,6.142062351,5.932712166,6.889832613,13.98937634,8.126150917,6.375384839,3.234153297,9.232551529,22.78584382,23.03889364,14.08394014,3.133262929,5.786694826,2.286739804,0.580649337,0.592742007,0.596129446
Djibouti,DJI,GDPgr,7.372071487,5.166537029,4.407156676,1.202115173,5.545080812,4.774339349,5.458091517,7.123432337,7.308985635,7.192987285,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Oilrents,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,Taxrevenue,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,ControlCorruption,-0.78092742,-0.793266594,-0.805005491,-0.752914548,-0.880485117,-0.743121624,-0.671423614,-0.689762235,-0.697522461,-0.59669584,-0.550392866,-0.470184714,-0.421640873,-0.402063727,-0.367729425,-0.303243905,-0.542462528,-0.667271733,-0.711830616,-0.429071277,-0.648552418,-0.628373802,..,-0.636604071
Djibouti,DJI,CPIA,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..,..,..,..,..
Dominica,DMA,GDP,659311111.1,623062963,562911111.1,528944444.4,644259259.3,628244444.4,563355555.6,612711111.1,583177777.8,572255555.6,545325925.9,520355555.6,532081481.5,519859259.3,515618518.5,480003703.7,444685185.2,416674074.1,391455555.6,396711111.1,373318518.5,375200000,377462963,333470370.4
Dominica,DMA,FDI,7.221571674,2.715986435,5.034314411,4.31749235,9.784847887,12.46062305,4.025381035,6.898018551,1.227820535,2.15759021,7.09315981,10.82324566,9.485108991,10.98870866,11.01009179,11.71129038,9.082544235,6.282368324,4.830845788,6.497398062,8.395619474,5.345250048,3.876969945,5.257126837
Dominica,DMA,GDPgr,3.652210122,10.39680766,5.37983839,-15.70640245,3.948097579,2.96401061,-7.544363755,1.447245565,-3.373382625,2.335217421,0.004503997,-0.157391793,0.042738888,-0.105610858,-1.135751456,7.121312178,5.357937558,4.400774798,0.915286473,4.097836623,5.804954686,-3.087420524,-0.06384473,2.340219321
Dominica,DMA,Oilrents,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,Taxrevenue,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,ControlCorruption,0.544514537,0.539586186,0.547485948,0.556784511,0.521607757,0.535799265,0.6347422,0.624173343,0.60711211,0.691183269,0.692387104,0.69570899,0.768938184,0.771071732,0.80834341,0.791117251,0.705601811,0.689822674,0.743590176,0.759357512,0.854120076,0.850210369,..,0.861537576
Dominica,DMA,CPIA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,..,..,..,..,..
Dominican Republic,DOM,GDP,1.20456E+11,1.13478E+11,94850719517,78546672407,89146130745,84994732049,79070274743,75552902636,70966782572,67014329100,62555417415,60561635556,57948261616,53801053353,48223781477,48091433554,43965458509,37879830084,35777560684,22322387382,21403167848,27137440786,25601823688,24305780629
Dominican Republic,DOM,FDI,3.943755868,3.568970981,3.531549383,3.132659761,3.173665504,3.229023651,4.5502561,3.330249285,3.138510609,3.559388018,2.557572255,5.640369466,3.79217588,3.383205136,3.515485406,5.673359678,5.124249983,4.035656962,3.125981701,4.186290579,2.880554899,3.412259864,4.249306664,4.068990892
Dominican Republic,DOM,GDPgr,2.192298482,5.237956529,14.01242891,-7.929052342,4.894030115,7.097516402,3.933861764,6.719740787,6.987711312,7.111226297,4.934733007,2.775671008,3.191962275,8.401145412,1.00345293,3.268086713,7.418405778,9.17120651,9.43178932,2.585566674,-1.349357448,4.48650367,2.469370238,4.651725503
Dominican Republic,DOM,Oilrents,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,Taxrevenue,14.45348574,13.90610303,14.36350038,12.50903439,13.35079773,13.18604533,13.24059299,13.0122121,12.94651444,13.41953177,13.5308948,13.05227283,12.31492377,12.22081855,12.64568227,14.17023127,14.88626837,13.99475989,13.69816112,12.52188432,11.74514298,13.21672761,13.38050699,12.16441366
Dominican Republic,DOM,ControlCorruption,-0.449474931,-0.439807773,-0.590438902,-0.750963449,-0.83899039,-0.830888629,-0.78759861,-0.81047219,-0.873729885,-0.842135191,-0.912038088,-0.897264659,-0.844827235,-0.8830809,-0.80672878,-0.752358675,-0.77585125,-0.723454773,-0.710663259,-0.592195392,-0.728653252,-0.472972482,..,-0.688496113
Dominican Republic,DOM,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,GDP,1.21147E+11,1.16133E+11,1.07179E+11,95865473000,1.07596E+11,1.07479E+11,1.04467E+11,97671433000,97209558000,1.02718E+11,96570334000,87735048000,78986648000,68151329000,60094978000,61139438000,49848725000,45690762000,40278849000,35194947000,30965208000,27054197000,23127055000,17539454727
Ecuador,ECU,FDI,0.392113816,0.759506673,0.605259149,1.162409015,0.910478126,1.294494988,0.605382054,0.784918215,1.360670046,0.751953402,0.752903274,0.646739603,0.817966549,0.243419054,0.513570186,1.729495813,0.388921737,0.594056305,1.224994874,2.378010667,2.814492362,2.895155268,2.328738247,-0.133637951
Ecuador,ECU,GDPgr,1.98823814,5.868423549,9.42189269,-9.245096192,0.165404465,1.044294607,5.97039881,-0.687954246,0.119692109,4.226065204,7.211236537,5.783212336,8.481476563,4.02913788,1.09101297,6.564920682,1.902428597,4.341131986,5.39862244,6.832397366,2.884500365,4.928095496,4.206271857,1.091801647
Ecuador,ECU,Oilrents,..,..,6.403250833,2.562759887,5.52629824,6.759100099,4.512899366,3.261585505,4.194836605,11.08263813,12.29786051,13.96385977,16.01185723,11.19414785,8.824570834,18.65457486,16.51382178,17.98687911,16.53663965,12.25082525,8.391476534,8.073704058,9.090692909,16.33249509
Ecuador,ECU,Taxrevenue,..,13.08919818,12.73586841,12.94143459,13.40088959,14.29254857,13.68930431,14.54177065,16.38905349,14.02067573,14.12323391,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,ControlCorruption,-0.647337437,-0.630264878,-0.59461385,-0.504086554,-0.509275019,-0.629500389,-0.626104653,-0.680792749,-0.672376871,-0.741118491,-0.502911985,-0.508597851,-0.641708136,-0.70774436,-0.744574428,-0.654705822,-0.74563235,-0.784096122,-0.735878944,-0.726669908,-0.728124201,-0.868261039,..,-0.799629569
Ecuador,ECU,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,GDP,3.95926E+11,4.76748E+11,4.24672E+11,3.83818E+11,3.18679E+11,2.62589E+11,2.48363E+11,3.32442E+11,3.29367E+11,3.05595E+11,2.88434E+11,2.79117E+11,2.3599E+11,2.18984E+11,1.89147E+11,1.62818E+11,1.30438E+11,1.07426E+11,89660339660,78782467532,80288461538,85146067416,96684636119,99838543960
"Egypt, Arab Rep.",EGY,FDI,2.485463984,2.39118081,1.206178611,1.52462949,2.82732945,3.100400776,2.983015509,2.438562781,2.102581284,1.509250423,1.453434208,1.002340718,-0.204542849,2.916016576,3.54835118,5.831412619,8.876336063,9.348567266,5.995515989,1.590836184,0.295683832,0.759753233,0.527384723,1.236997207
"Egypt, Arab Rep.",EGY,GDPgr,3.760280523,6.587845609,3.290646012,3.550164838,5.552093072,5.331108619,4.181221,4.346643456,4.372019078,2.91591188,2.185466054,2.226199799,1.764571949,5.147234858,4.6735998,7.156283566,7.087827427,6.843838194,4.471744472,4.092071611,3.193454737,2.390204026,3.535251974,6.37000383
"Egypt, Arab Rep.",EGY,Oilrents,..,..,2.985814583,1.857700951,3.881961863,5.476588229,4.126832694,2.35006517,3.055264337,6.823400136,7.828630198,8.38345897,9.741862855,7.417787129,6.247557414,12.45456777,10.78185883,11.72969341,11.85093121,9.494486314,7.506373711,5.905807044,5.170662733,6.472221606
"Egypt, Arab Rep.",EGY,Taxrevenue,..,..,..,..,..,..,..,..,12.5192111,12.22014085,13.49806493,12.38490476,14.0086354,14.13007625,15.66136058,15.32052485,15.34985231,15.82951271,14.0686351,13.83597775,13.34994012,13.4077593,..,..
"Egypt, Arab Rep.",EGY,ControlCorruption,-0.747790396,-0.678962171,-0.705943346,-0.810433626,-0.655317545,-0.514722347,-0.495982349,-0.590893149,-0.60090673,-0.575518012,-0.614102066,-0.57966435,-0.633263946,-0.596871853,-0.464862794,-0.765909255,-0.737870097,-0.737334073,-0.539499521,-0.58350575,-0.53074795,-0.440157712,..,-0.492667794
"Egypt, Arab Rep.",EGY,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,GDP,33853940000,31870120000,29043140000,24921190000,26881140000,26020850000,24979190000,24191430000,23438240000,22593470000,21990960000,21386150000,20283780000,18447920000,17601620000,17986890000,17011750000,15999890000,14698000000,13724810900,13243892200,12664190300,12282533600,11784927700
El Salvador,SLV,FDI,1.899288275,0.082318757,2.756049983,1.551019986,2.59024369,1.586204787,2.016884515,1.981980316,2.109978045,2.240895136,1.114908573,2.011239459,0.603930847,-0.613406193,2.094863995,5.020601116,9.114347436,1.507072861,3.477616002,2.646812423,1.066151837,3.711251875,2.270704149,1.471370927
El Salvador,SLV,GDPgr,3.539156693,2.954615165,11.9047617,-7.89310136,2.437471591,2.412444224,2.247619081,2.539062411,2.400000089,1.729399842,2.182952325,2.887700102,3.773584998,2.154195367,-2.108768376,2.154402983,1.847602206,4.336998603,2.680830094,0.889404486,1.565393031,1.572918448,0.87961366,1.127906977
El Salvador,SLV,Oilrents,..,..,0.000150419,6.48310040641576E-05,0.000125565,0.000162052,0.000106395,0,0,0.000268957,0.000303212,0.000341987,0.000375231,0,0.13848152,0.577913009,0.458911583,0.566470351,0.135195935,0.021738568,0.019540878,0.013937511,0,0
El Salvador,SLV,Taxrevenue,20.70523783,21.16245562,19.68967543,18.39077508,18.08145041,18.12892354,17.75375106,17.35477562,16.75268491,16.7087952,17.05473522,16.18243583,15.34403351,15.81208071,14.97703052,17.06020329,16.74489691,15.67010773,14.5108178,12.65445486,12.67829709,12.09947074,13.30670083,10.6054957
El Salvador,SLV,ControlCorruption,-0.56131506,-0.642525256,-0.553710938,-0.577636421,-0.537863314,-0.58643496,-0.534349263,-0.556168318,-0.447838724,-0.375204563,-0.349343956,-0.412512779,-0.247806415,-0.258609384,-0.230227888,-0.411013573,-0.423062176,-0.335918337,-0.508673728,-0.480672061,-0.416793615,-0.81314522,..,-0.745444059
El Salvador,SLV,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,GDP,12337550584,13687643436,12215878033,9893816008,11364133550,13097012134,12200913879,11240808848,13185496881,21765453082,21948834284,22388344144,21357343669,16314443436,15027795173,19749893536,13071718759,10086528699,8217369093,4410764339,2484745935,1806742742,1461139022,1045998496
Equatorial Guinea,GNQ,FDI,1.149181833,10.1419331,4.597259554,-0.091698592,7.228119297,-1.103043721,3.154134304,15.6154447,9.007616631,0.771291916,2.655943785,4.400756053,9.24740469,16.75815673,10.88795536,-4.019628402,9.507021325,4.654782869,9.36000539,7.729147237,27.76057545,17.89914538,64.38410075,14.77053653
Equatorial Guinea,GNQ,GDPgr,-5.089308721,3.223508317,0.860269956,-4.791080834,-5.481825379,-6.236544067,-5.667508505,-8.816417232,-9.110041149,0.415066302,-4.133198501,8.312871844,6.52392363,-8.924175889,1.343356288,17.79910913,15.28211392,7.704917607,16.74870061,37.99872686,13.95525032,19.46283404,63.37987543,18.21377996
Equatorial Guinea,GNQ,Oilrents,..,..,14.94002213,10.75211672,18.8135521,20.32646985,16.13667262,11.70864284,12.57604146,22.8648775,29.00202638,34.99430328,33.92720427,33.04850719,24.43848045,43.60954549,48.21675372,52.39278958,55.19608486,..,..,..,..,82.77689613
Equatorial Guinea,GNQ,Taxrevenue,..,6.595986826,5.395099126,8.011290134,9.301943614,6.168908909,5.981846872,6.384406989,11.45673493,8.298900808,8.516349943,8.742219053,7.015790113,7.586159224,12.76309665,7.786359889,7.546688154,9.668882886,..,..,..,..,..,..
Equatorial Guinea,GNQ,ControlCorruption,-1.570372701,-1.601969361,-1.587349534,-1.539570451,-1.563867688,-1.543421268,-1.645761371,-1.603169918,-1.572475553,-1.540791154,-1.315907359,-1.239950657,-1.22866559,-1.234830737,-1.220263124,-1.198916078,-1.212375522,-1.362626076,-1.426847577,-1.380372643,-1.2759372,-1.222882509,..,-1.212374926
Equatorial Guinea,GNQ,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP,..,..,..,..,..,..,..,..,..,..,..,..,2065001626,1589515447,1856695551,1380188800,1317974491,1211161880,1098424686,1109054005,870248267.6,729321680.2,752371688.7,706370815.6
Eritrea,ERI,FDI,..,..,..,..,..,..,..,..,..,..,..,..,1.888618368,5.72501514,4.901180484,2.825700368,0.546786,1.269492564,0.130327552,2.173353135,2.872719307,3.121553989,1.612451689,3.945535317
Eritrea,ERI,GDPgr,..,..,..,..,..,..,..,..,..,..,..,..,8.679800101,2.194190349,3.876501528,-9.783030018,1.426822211,-0.969217111,2.574449551,1.451735566,-2.655515925,3.005429192,8.755435528,-3.141985903
Eritrea,ERI,Oilrents,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,Taxrevenue,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,ControlCorruption,-1.475264907,-1.282246232,-1.257548571,-1.340578318,-1.407732368,-1.322522044,-1.231316328,-1.344418287,-1.339490652,-0.885516047,-0.909558475,-0.778626442,-0.641272008,-0.550964773,-0.473421842,-0.358149886,-0.411584377,-0.345739335,-0.318069249,-0.148119673,-0.048502833,0.125430346,..,0.496908665
Eritrea,ERI,CPIA,1,2.5,2.5,2.5,2.5,2.5,2,2,2,2,2,2,2,2,2,2,2,2.5,2.5,..,..,..,..,..
Estonia,EST,GDP,41291245222,38376046175,37204563051,31820771494,31873748770,31222632741,27469461919,24561027788,23311847751,27055689003,25451032781,23237406116,23303915795,19524355419,19633984440,24342935404,22450264166,17025671810,14109491357,12148595031,9876595528,7370119619,6250218423,5686579748
Estonia,EST,FDI,12.95869166,4.893201225,20.30639491,12.01477529,9.768193646,4.080158322,6.318927212,3.769232561,-3.069105193,6.585116181,4.313939306,7.691656795,4.802404493,13.27703301,9.505441711,8.122539719,13.51051327,10.32656834,21.67022416,8.94665953,10.51217154,4.589264189,9.485901773,7.319237666
Estonia,EST,GDPgr,-3.023038745,0.060430517,7.154446763,-2.883807515,3.726649435,3.699697562,5.63467249,3.093019208,1.838152629,3.322789882,1.756493796,3.672018725,7.606974589,2.449750206,-14.63022254,-5.125311543,7.570918793,9.762571312,9.523053865,6.800701108,7.59630181,6.933000826,5.880745895,10.08763858
Estonia,EST,Oilrents,..,..,0.962229214,0.480973513,0.92458769,0.995460171,0.64896967,0.395237695,0.577870299,0.967779938,0.908405978,1.013148662,0.895652,0.720826424,0.956769785,1.583027468,1.121303677,1.058031699,1.0090754,0.718607972,0.628213868,0.76933016,0.940432351,1.530355288
Estonia,EST,Taxrevenue,21.42148782,21.01668628,21.74039237,20.72159846,21.06264657,20.8332766,20.86809166,21.67740271,21.5659169,20.70468899,20.23959321,20.16209938,19.44611043,20.18862598,21.71767825,19.38705772,20.26080341,19.95599051,19.09665573,20.22819089,19.82401846,19.62860403,19.23470511,19.68616147
Estonia,EST,ControlCorruption,1.538122296,1.544712782,1.506608486,1.58082056,1.525247574,1.468503714,1.202630877,1.231093168,1.255370736,1.298770547,1.181444526,1.088298321,1.045448303,0.989536285,1.000682592,0.952435076,0.96780771,1.012343884,0.994831264,0.982846856,0.922725499,0.739191175,..,0.840922892
Estonia,EST,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,GDP,4604172127,4741163885,4785708166,4120621325,4616996145,4644696656,4463673661,3724180911,3909281650,4286015248,4464726181,4886551484,4820478680,4438765086,3580428053,3294084314,3469381231,3291330019,3178112499,2770082792,2197598466,1432221739,1542477309,1738093840
Eswatini,SWZ,FDI,0.611023018,0.281581667,2.358382174,0.941305439,2.771735517,0.67024456,-1.291483154,0.72101969,0.80572589,0.601552577,1.831918803,0.541895495,2.047687134,3.056264773,1.835139781,3.209674209,1.080707012,3.677271256,-1.442691053,2.511910909,-2.738929855,6.48958961,1.901492111,5.215944277
Eswatini,SWZ,GDPgr,3.444478312,1.119590668,3.434968912,-2.862882137,6.083176451,0.256586002,1.456792976,4.675845837,2.046930151,1.435897493,3.861213805,5.39663077,2.247229618,3.793755077,1.565048841,0.821663935,4.435375509,5.992166937,5.998776474,3.6239141,3.880213774,4.380098885,1.054765087,1.760173641
Eswatini,SWZ,Oilrents,..,..,0,0,0,0,0,0.11610886,0.124269749,0.312695221,0.405654265,0.426236612,0.298564482,0.170197299,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,Taxrevenue,..,..,24.45638018,27.18235353,24.52763245,24.32431001,26.33608122,23.89799137,27.42139312,29.75961945,..,28.23337865,16.30702667,16.00052763,25.27335422,29.81227641,27.28028647,30.9762746,22.02440977,22.23615729,18.16116918,17.06984453,17.73853785,18.13326886
Eswatini,SWZ,ControlCorruption,-0.734985471,-0.726303339,-0.697604001,-0.292263597,-0.325314105,-0.231804639,-0.072670229,-0.231943429,-0.21571207,-0.257097036,-0.228422225,-0.224429905,-0.184126675,-0.041857969,-0.011176921,0.036358181,-0.045250148,-0.04486889,-0.275532275,-0.242530376,-0.073139861,-0.060139928,..,-0.045107789
Eswatini,SWZ,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,GDP,..,1.26773E+11,1.11262E+11,1.07658E+11,95912620248,84269180857,81770885148,74296766562,64589328551,55612228234,47648276605,43310721414,31952763089,29933790334,32437389116,27066912635,19707616773,15280861835,12401139454,10131187261,8623691300,7850809498,8231326016,8242349618
Ethiopia,ETH,FDI,..,2.894938031,3.828306212,2.225385791,2.657359814,3.987720463,4.912701578,5.576201614,4.066488965,3.335691111,2.820408459,0.643172898,1.967356639,0.963030625,0.682729367,0.400997134,1.126470925,3.568235274,2.137800937,5.380415799,5.392122513,3.2480727,4.244759584,1.633514789
Ethiopia,ETH,GDPgr,6.594245994,5.321759884,5.641530693,6.059530891,8.364085733,6.816147786,9.564189658,9.433482658,10.39246302,10.25749296,10.58227005,8.647811633,11.17829623,12.55053835,8.802553198,10.78852169,11.456167,10.83472707,11.81876595,13.57260314,-2.161359722,1.514725706,8.301306321,6.07321748
Ethiopia,ETH,Oilrents,..,..,0,0,0,0,0,0.00272401,0.00285683,0.006770886,0.007903968,0.005815013,0.008174669,0.005855677,0.003567998,0.00896601,0,0,0,0,0,0,0,0
Ethiopia,ETH,Taxrevenue,3.931058227,4.49688509,5.324725962,6.196300687,6.661738278,7.51992183,7.603929385,8.087063209,8.351338267,8.811955393,8.764725377,9.377594715,9.209358617,8.16344108,6.581181381,7.814144254,7.812529666,8.262845855,8.724416385,9.680762203,9.116895507,9.709831679,8.083871673,..
Ethiopia,ETH,ControlCorruption,-0.465061635,-0.433258951,-0.422021747,-0.389672369,-0.434498817,-0.505317926,-0.582322061,-0.442086548,-0.476118475,-0.448165894,-0.501710415,-0.608586848,-0.667876601,-0.694108725,-0.704722345,-0.666399777,-0.632185876,-0.650104702,-0.772508383,-0.757493496,-0.777412176,-0.717909098,..,-0.906757355
Ethiopia,ETH,CPIA,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,..,..,..,..,..
Faroe Islands,FRO,GDP,3907323961,3566698398,3664686797,3271813312,3266432734,3188600927,2980057378,2813278869,2573905971,2914012679,2690110521,2427200389,2505740669,2331796784,2296065170,2489873250,2339015313,2017680835,1759739599,1724770771,1501941581,1275093689,1160268212,1067109531
Faroe Islands,FRO,FDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDPgr,2.489058117,3.556023804,5.504380173,-1.63732118,4.538510287,2.763709523,3.512013675,1.386447959,0.958001934,5.432142068,5.856143897,7.081483445,3.566363179,-0.379817991,-4.553298241,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Oilrents,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,FRO,Taxrevenue,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,ControlCorruption,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,CPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP,5442046553,4969503549,4305031650,4432466220,5444407198,5581425327,5353469174,4930213644,4682479894,4857104769,4189967999,3972028104,3779411899,3140166713,2870624636,3523185920,3378314600,3076305453,2980403845,2708078477,2300492465,1833279985,1652462023,1678219508
Fiji,FJI,FDI,1.672480548,2.084344855,9.52129029,5.400621822,5.919520976,8.400381182,7.240212891,7.943259332,4.385992332,7.779724553,5.818248591,6.981664397,5.745828492,5.671410211,10.7423906,19.27858776,13.74147731,18.98300797,5.802969589,9.253707943,1.752255013,1.673098412,2.499415767,0.035238246
Fiji,FJI,GDPgr,7.524291351,19.79272669,-4.881036196,-17.03866737,-0.581946709,3.812351222,5.35336456,2.445651797,4.50120041,5.603514406,4.73421949,1.411314382,2.705143029,2.954672422,-1.386037708,1.03279422,-0.85065431,1.852483872,0.700000402,5.299999705,0.999999345,3.199999114,2.000000147,-1.699998416
Fiji,FJI,Oilrents,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,Taxrevenue,20.66866836,18.52697345,15.86211299,17.1846695,22.82383155,23.99335342,24.66994207,23.53462354,24.87005299,23.97667942,23.47566275,22.89257614,22.91709332,21.82256442,21.74935566,22.71362931,19.20966984,23.38627925,21.5360119,22.3492148,..,..,..,..
